"Placement State","Nationality","Placement City","CY 2010","CY 2011","CY 2012","CY 2013","CY 2014","CY 2015","CY 2016","CY 2017","CY 2018","CY 2019","CY 2020","center"
"New York","Ukraine","Buffalo","0","0","0","0","0","0","0","0","0","12","0","[-78.877,42.9333]"
"New York","Vietnam","Buffalo","5","0","0","0","0","0","0","0","0","0","0","[-78.877,42.9333]"
"New York","Congo","Buffalo River","0","0","0","6","0","0","0","0","0","0","0","[-78.851018,42.865659]"
"New York","Dem. Rep. Congo","Bufflalo","0","0","0","1","0","0","0","0","0","0","0","[-78.877,42.9333]"
"New York","Ukraine","Caledonia","0","0","0","0","0","0","0","0","0","6","0","[-77.8528,42.9731]"
"New York","Russia","Camillus","0","0","0","0","0","0","6","1","0","0","0","[-76.3041,43.0392]"
"New York","Burma","Centereach","0","0","0","0","0","1","0","0","0","0","0","[-73.0996,40.8584]"
"New York","El Salvador","Central Islip","0","0","0","0","0","0","2","5","0","0","0","[-73.2018,40.7907]"
"New York","Iraq","Cheektowaga","0","0","0","0","9","0","8","0","0","0","0","[-78.7548,42.9034]"
"New York","Ukraine","Chenango Forks","0","0","0","0","0","0","0","0","3","0","0","[-75.8483,42.2356]"
"New York","Ukraine","Churchville","0","0","0","0","0","0","0","0","0","2","2","[-77.8845,43.1042]"
"New York","Afghanistan","Clay","0","0","0","0","0","0","6","4","0","0","0","[-73.953748,40.809462]"
"New York","Iran","Clay","0","0","0","0","2","0","0","0","0","0","0","[-73.953748,40.809462]"
"New York","Vietnam","Clay","0","0","0","5","0","0","0","0","0","0","0","[-73.953748,40.809462]"
"New York","Afghanistan","Clifton Park","0","0","0","0","0","0","0","0","5","0","0","[-73.994759,40.770616]"
"New York","Iraq","Clifton Park","0","0","0","0","0","0","2","0","0","0","0","[-73.994759,40.770616]"
"New York","Ukraine","Clifton Park","0","0","0","0","0","0","0","0","0","5","0","[-73.994759,40.770616]"
"New York","Afghanistan","Cohoes","0","0","0","0","0","0","0","4","2","0","0","[-73.7001,42.7742]"
"New York","Moldova","Cohoes","4","7","0","0","0","0","0","0","1","0","0","[-73.7001,42.7742]"
"New York","Ukraine","Cohoes","0","0","3","0","2","1","10","0","0","8","0","[-73.7001,42.7742]"
"New York","Iran","Colonie","0","0","0","0","0","0","1","0","0","0","0","[-73.995963,40.690733]"
"New York","El Salvador","Copiague","0","0","0","0","0","0","1","0","0","0","0","[-73.4008,40.6841]"
"New York","Iraq","Coram","0","0","0","0","0","0","0","2","0","0","0","[-73.0015,40.8687]"
"New York","Burma","Corona","4","0","2","3","2","1","0","0","0","0","0","[-73.8601,40.747]"
"New York","Colombia","Corona","3","0","0","0","0","0","0","0","0","0","0","[-73.8601,40.747]"
"New York","El Salvador","Corona","0","0","0","0","0","0","0","0","3","0","0","[-73.8601,40.747]"
"New York","Tibet","Corona","0","0","0","0","0","0","0","2","0","0","0","[-73.8601,40.747]"
"New York","Afghanistan","Depew","0","0","0","0","0","0","6","0","0","0","0","[-78.6957,42.9022]"
"New York","Burma","Depew","0","0","0","0","0","0","0","0","2","0","0","[-78.6957,42.9022]"
"New York","Ukraine","Depew","0","0","0","0","0","0","0","0","0","4","0","[-78.6957,42.9022]"
"New York","Pakistan","East Greenbush","0","0","0","0","0","0","0","0","0","7","0","[-73.7018,42.5909]"
"New York","Afghanistan","East Meadow","0","1","0","0","0","0","0","0","0","0","0","[-73.955498,40.79016]"
"New York","Iraq","East Rochester","0","0","0","0","4","5","5","0","0","1","0","[-77.4836,43.1122]"
"New York","Ukraine","East Rochester","0","0","0","0","0","4","0","6","0","0","0","[-77.4836,43.1122]"
"New York","Iraq","East Setauket","2","0","0","1","0","0","0","0","0","0","0","[-73.1059,40.9418]"
"New York","Ukraine","Elma","0","0","0","0","0","0","0","0","4","0","0","[-78.6403,42.8509]"
"New York","Bhutan","Elmhurst","8","0","0","0","0","0","0","0","0","0","0","[-73.8784,40.7366]"
"New York","Burma","Elmhurst","7","0","5","3","2","4","6","0","0","0","0","[-73.8784,40.7366]"
"New York","China","Elmhurst","4","1","0","0","0","0","0","0","0","0","0","[-73.8784,40.7366]"
"New York","Burma","Elmhurst Ave","0","0","0","1","0","0","0","0","0","0","0","[-73.8775627,40.7464117]"
"New York","El Salvador","Elmont","0","0","0","0","0","0","0","1","0","0","0","[-73.7129,40.7009]"
"New York","Pakistan","Elmont","0","0","0","0","0","6","0","0","0","0","0","[-73.7129,40.7009]"
"New York","Iraq","Endicott","0","0","0","0","0","0","5","0","0","0","0","[-76.0494,42.0984]"
"New York","Iraq","Fairport","0","0","0","0","0","6","0","0","0","0","0","[-77.443,43.0993]"
"New York","El Salvador","Far Rockaway","0","0","0","0","0","0","0","3","0","0","0","[-73.7551,40.6054]"
"New York","Dem. Rep. Congo","Fayetteville","0","0","0","0","0","0","0","4","0","0","0","[-76.0044,43.0298]"
"New York","Pakistan","Floral Park","0","2","0","0","0","0","0","0","0","0","0","[-73.7049,40.7237]"
"New York","Afghanistan","Flushing","1","0","0","0","0","0","0","0","0","0","0","[-73.83,40.76]"
"New York","Burma","Flushing","0","0","0","0","0","3","0","0","0","0","0","[-73.83,40.76]"
"New York","China","Flushing","0","5","4","7","1","0","2","0","1","0","0","[-73.83,40.76]"
"New York","El Salvador","Flushing","0","0","0","0","0","0","0","3","0","0","0","[-73.83,40.76]"
"New York","Iran","Flushing","0","0","0","0","0","0","0","2","0","0","0","[-73.83,40.76]"
"New York","Korea, North","Flushing","1","0","0","0","0","0","1","0","0","0","0","[-73.83,40.76]"
"New York","Pakistan","Flushing","0","0","0","4","0","0","0","0","0","1","0","[-73.83,40.76]"
"New York","Uzbekistan","Flushing","0","0","0","0","0","0","0","0","0","1","0","[-73.83,40.76]"
"New York","Burma","Forest Hills","0","0","0","0","0","0","0","2","0","0","0","[-73.8501,40.7162]"
"New York","China","Forest Hills","4","0","2","0","0","0","0","0","0","0","0","[-73.8501,40.7162]"
"New York","Pakistan","Forest Hills","0","0","0","0","0","0","0","7","0","0","0","[-73.8501,40.7162]"
"New York","Uzbekistan","Forest Hills","2","0","0","0","0","0","0","0","0","0","0","[-73.8501,40.7162]"
"New York","Cuba","Franklin Square","0","0","0","0","0","4","0","0","0","0","0","[-73.676,40.7073]"
"New York","Iran","Fredonia","0","3","0","0","0","0","0","0","0","0","0","[-79.3317,42.4401]"
"New York","El Salvador","Freeport","0","0","0","0","0","0","4","0","0","0","0","[-73.5832,40.6576]"
"New York","Burma","Freeville","0","0","1","0","0","0","0","0","0","0","0","[-76.347,42.5131]"
"New York","El Salvador","Fresh Meadows","0","0","0","0","0","0","1","0","0","0","0","[-73.7935,40.7348]"
"New York","Iraq","Getzville","0","0","0","0","0","0","0","0","0","4","0","[-78.7678,43.0243]"
"New York","Iraq","Grand Island","6","0","0","0","0","0","0","0","0","0","0","[-78.9625,43.0331]"
"New York","El Salvador","Great Neck","0","0","0","0","0","0","3","0","0","0","0","[-73.7285,40.8007]"
"New York","Iran","Harriman","0","0","4","0","0","0","0","0","0","0","0","[-74.1446,41.3084]"
"New York","El Salvador","Hempstead","0","0","0","0","0","0","3","0","0","0","0","[-73.6187,40.7063]"
"New York","Iraq","Hempstead","0","1","0","0","0","0","0","0","0","0","0","[-73.6187,40.7063]"
"New York","Uganda","Hempstead","0","0","0","0","0","0","0","0","1","0","0","[-73.6187,40.7063]"
"New York","Bhutan","Henrietta","0","0","0","0","0","3","2","3","0","0","0","[-77.6339,43.0612]"
"New York","Burma","Henrietta","0","0","0","0","0","4","0","0","0","0","0","[-77.6339,43.0612]"
"New York","Iraq","Henrietta","5","0","7","6","2","7","13","0","0","3","0","[-77.6339,43.0612]"
"New York","Somalia","Henrietta","2","0","0","0","0","0","0","0","0","0","0","[-77.6339,43.0612]"
"New York","Moldova","Hilton","0","0","0","0","0","0","0","0","0","0","5","[-73.993762,40.745526]"
"New York","Ukraine","Hilton","0","1","0","0","0","0","12","7","0","0","0","[-73.993762,40.745526]"
"New York","Ukraine","Holley","0","0","0","0","2","8","0","0","4","0","0","[-78.0272,43.2268]"
"New York","Burma","Hudson","0","0","0","0","3","0","0","0","0","0","0","[-73.791,42.2529]"
"New York","Cuba","Hudson","0","0","0","0","4","0","0","0","0","0","0","[-73.791,42.2529]"
"New York","China","Huguenot","0","0","0","0","0","0","0","1","0","0","0","[-74.1946,40.5373]"
"New York","El Salvador","Huntington","0","0","0","0","0","0","0","3","0","0","0","[-73.4257,40.8682]"
"New York","Iraq","Huntington","0","5","0","0","0","0","0","0","0","0","0","[-73.4257,40.8682]"
"New York","Iran","Huntington Station","0","0","0","0","1","0","0","0","0","0","0","[-73.4115,40.8534]"
"New York","Honduras","Islandia","0","0","0","0","0","0","1","0","0","0","0","[-73.169,40.8043]"
"New York","Burma","Ithaca","7","18","0","6","9","2","3","1","2","7","0","[-76.4968,42.4396]"
"New York","China","Ithaca","0","0","0","0","0","0","0","1","0","0","0","[-76.4968,42.4396]"
"New York","Colombia","Ithaca","0","0","0","0","0","0","0","3","0","0","0","[-76.4968,42.4396]"
"New York","Cuba","Ithaca","0","0","0","0","2","0","0","0","0","0","0","[-76.4968,42.4396]"
"New York","Iraq","Ithaca","0","0","4","0","1","2","0","0","0","0","0","[-76.4968,42.4396]"
"New York","Burma","Jackson Heights","4","0","0","0","3","0","0","0","0","0","0","[-73.89,40.75]"
"New York","Afghanistan","Jamaica","0","0","0","0","3","0","0","0","0","0","0","[-73.8057,40.6915]"
"New York","Iran","Jamaica","0","1","0","0","0","0","0","0","0","0","0","[-73.8057,40.6915]"
"New York","Iraq","Jamaica","0","0","1","0","0","0","0","0","0","0","0","[-73.8057,40.6915]"
"New York","Liberia","Jamaica","2","0","0","0","0","0","0","0","0","0","0","[-73.8057,40.6915]"
"New York","Sierra Leone","Jamaica","0","4","1","0","0","0","0","0","0","0","0","[-73.8057,40.6915]"
"New York","Uzbekistan","Jamaica","1","0","0","0","0","0","0","0","0","0","0","[-73.8057,40.6915]"
"New York","Afghanistan","Johnson City","0","0","0","2","1","0","0","0","0","0","0","[-75.9588,42.1156]"
"New York","Burma","Johnson City","0","0","0","0","8","0","0","0","0","5","0","[-75.9588,42.1156]"
"New York","Iraq","Johnson City","0","0","0","0","0","6","0","0","0","0","0","[-75.9588,42.1156]"
"New York","Eritrea","Kenmore","0","0","0","0","0","0","0","0","3","0","0","[-78.8709,42.9617]"
"New York","Iraq","Kenmore","0","0","0","0","0","0","8","0","0","0","0","[-78.8709,42.9617]"
"New York","El Salvador","Kingston","0","0","0","0","0","0","0","1","0","0","0","[-74.0024,41.9288]"
"New York","Iraq","Kingston","0","5","0","0","0","0","0","0","0","0","0","[-74.0024,41.9288]"
"New York","Ukraine","Kirkwood","0","0","0","0","6","0","3","4","0","0","0","[-75.7971,42.0398]"
"New York","Iraq","Lackawanna","6","0","5","0","0","0","0","0","0","0","0","[-78.8234,42.8256]"
"New York","Burma","Lakewood","0","0","5","0","0","0","0","0","0","0","0","[-79.3331,42.1042]"
"New York","Iraq","Latham","7","0","0","0","7","0","0","0","0","0","0","[-73.759,42.747]"
"New York","Burma","Levittown","0","0","0","0","0","3","0","0","0","0","0","[-73.5143,40.7259]"
"New York","El Salvador","Levittown","0","0","0","0","0","0","1","0","0","0","0","[-73.5143,40.7259]"
"New York","Iran","Lima","0","0","0","0","1","0","0","0","0","0","0","[-73.882303,40.7561]"
"New York","Colombia","Lindenhurst","0","0","0","0","0","0","0","0","5","0","0","[-73.3735,40.6868]"
"New York","Bhutan","Liverpool","0","0","7","0","0","0","0","0","0","0","0","[-76.2177,43.1065]"
"New York","Burma","Liverpool","0","0","0","0","4","0","0","0","0","0","0","[-76.2177,43.1065]"
"New York","Cuba","Liverpool","0","0","0","0","6","0","0","0","0","0","0","[-76.2177,43.1065]"
"New York","Ukraine","Liverpool","0","0","0","0","1","0","0","0","0","0","0","[-76.2177,43.1065]"
"New York","Iraq","Lockport","0","0","0","0","4","0","0","0","0","0","0","[-78.6903,43.1706]"
"New York","Iraq","Long Island City","0","0","0","3","0","0","0","0","0","0","0","[-73.92,40.76]"
"New York","Iran","Loudonville","1","0","0","0","0","0","0","0","0","0","0","[-73.7548,42.7048]"
"New York","Ukraine","Macedon","0","0","0","0","0","3","0","0","0","0","0","[-77.2989,43.0692]"
"New York","El Salvador","Mahopac","0","0","0","0","0","0","0","4","0","0","0","[-73.7335,41.3723]"
"New York","El Salvador","Mamaroneck","0","0","0","0","0","0","1","0","2","0","0","[-73.7326,40.9487]"
"New York","Iran","Manhasset","2","0","0","0","0","0","0","0","0","0","0","[-73.6996,40.7979]"
"New York","Bhutan","Manlius","0","0","0","0","0","0","1","0","0","0","0","[-75.9769,43.002]"
"New York","Iran","Massapequa","0","2","0","0","0","0","0","0","0","0","0","[-73.4743,40.6807]"
"New York","Pakistan","Massena","0","0","0","0","0","3","0","0","0","0","0","[-74.8919,44.9281]"
"New York","Russia","Memphis","4","0","0","0","0","0","0","0","0","0","0","[-76.3772,43.0828]"
"New York","Iraq","Menands","0","0","3","0","0","0","0","0","0","0","0","[-73.7246,42.692]"
"New York","Iraq","Middle Village","0","1","0","0","0","0","0","0","0","0","0","[-73.8812,40.7165]"
"New York","Pakistan","Middletown","0","0","0","0","0","0","4","1","0","0","0","[-74.4229,41.4459]"
"New York","El Salvador","Mineola","0","0","0","0","0","0","3","0","0","0","0","[-73.6407,40.7493]"
"New York","Iraq","Mineola","0","0","0","1","0","4","0","0","0","0","0","[-73.6407,40.7493]"
"New York","Iraq","Monroe","0","0","0","4","0","0","0","0","0","0","0","[-74.1868,41.3306]"
"New York","Belarus","Monsey","2","0","0","0","0","0","0","0","0","0","0","[-74.0685,41.1112]"
"New York","Yemen","Monsey","0","0","0","0","1","0","0","0","0","0","0","[-74.0685,41.1112]"
"New York","Iran","Mount Vernon","0","0","0","0","0","1","0","0","0","0","0","[-73.8371,40.9126]"
"New York","Iraq","New City","3","0","0","0","0","0","0","0","0","0","0","[-73.9903,41.147]"
"New York","Vietnam","New Hyde Park","0","1","0","0","0","0","0","0","0","0","0","[-73.6879,40.7351]"
"New York","Iraq","New Paltz","0","0","0","0","2","11","0","0","0","0","0","[-74.0845,41.7465]"
"New York","Colombia","New Rochelle","1","0","0","0","0","0","0","0","0","0","0","[-73.7826,40.9115]"
"New York","Afghanistan","New York","4","1","1","5","0","2","0","0","3","8","0","[-73.983532,40.750144]"
"New York","Armenia","New York","0","0","0","0","0","1","0","0","0","0","2","[-73.983532,40.750144]"
"New York","Azerbaijan","New York","1","0","9","0","6","16","25","6","0","0","0","[-73.983532,40.750144]"
"New York","Belarus","New York","7","0","0","0","0","6","8","1","0","0","0","[-73.983532,40.750144]"
"New York","Bhutan","New York","17","3","2","0","5","3","0","0","0","0","0","[-73.983532,40.750144]"
"New York","Burma","New York","71","65","87","15","18","23","3","1","5","4","0","[-73.983532,40.750144]"
"New York","Burundi","New York","0","3","0","0","0","0","0","0","0","0","0","[-73.983532,40.750144]"
"New York","Central African Republic","New York","0","0","0","0","0","0","0","0","0","2","0","[-73.983532,40.750144]"
"New York","China","New York","0","3","5","8","10","2","0","4","0","1","0","[-73.983532,40.750144]"
"New York","Colombia","New York","0","0","0","0","0","0","4","0","0","8","6","[-73.983532,40.750144]"
"New York","Cuba","New York","0","0","8","6","1","0","0","0","0","0","0","[-73.983532,40.750144]"
"New York","Dem. Rep. Congo","New York","1","0","0","0","0","0","7","0","10","0","0","[-73.983532,40.750144]"
"New York","Egypt","New York","0","0","0","0","2","0","0","0","0","0","0","[-73.983532,40.750144]"
"New York","El Salvador","New York","0","0","0","0","0","0","9","1","24","25","11","[-73.983532,40.750144]"
"New York","Eritrea","New York","11","8","39","1","0","1","1","0","0","0","2","[-73.983532,40.750144]"
"New York","Ethiopia","New York","3","1","0","1","0","0","0","0","0","0","0","[-73.983532,40.750144]"
"New York","Gambia","New York","0","0","0","0","0","1","0","0","0","0","0","[-73.983532,40.750144]"
"New York","Georgia","New York","1","0","0","0","0","0","0","0","0","0","0","[-73.983532,40.750144]"
"New York","Guatemala","New York","0","0","0","0","0","0","1","0","0","4","3","[-73.983532,40.750144]"
"New York","Honduras","New York","0","0","0","0","0","0","3","0","1","0","0","[-73.983532,40.750144]"
"New York","Iran","New York","23","15","13","18","29","7","32","2","0","0","0","[-73.983532,40.750144]"
"New York","Iraq","New York","21","23","15","15","43","14","11","3","0","0","0","[-73.983532,40.750144]"
"New York","Jamaica","New York","0","0","0","0","0","0","0","0","0","1","0","[-73.983532,40.750144]"
"New York","Jordan","New York","0","0","0","0","0","0","0","0","0","3","0","[-73.983532,40.750144]"
"New York","Kyrgyzstan","New York","0","0","0","0","2","0","1","1","5","6","0","[-73.983532,40.750144]"
"New York","Latvia","New York","0","2","0","0","0","0","0","0","0","0","0","[-73.983532,40.750144]"
"New York","Liberia","New York","12","1","0","4","0","0","0","0","0","0","0","[-73.983532,40.750144]"
"New York","Libya","New York","0","0","0","0","0","0","1","0","0","0","0","[-73.983532,40.750144]"
"New York","Moldova","New York","0","0","0","6","0","0","5","1","0","0","0","[-73.983532,40.750144]"
"New York","Pakistan","New York","0","0","4","3","0","0","5","0","13","6","9","[-73.983532,40.750144]"
"New York","Republic of South Sudan","New York","0","0","0","0","0","0","0","2","0","0","0","[-73.983532,40.750144]"
"New York","Russia","New York","9","13","33","12","28","22","27","31","34","6","2","[-73.983532,40.750144]"
"New York","Rwanda","New York","0","0","1","0","0","0","0","0","0","0","0","[-73.983532,40.750144]"
"New York","Senegal","New York","0","0","0","0","0","0","0","0","0","1","0","[-73.983532,40.750144]"
"New York","Somalia","New York","0","0","1","0","0","0","0","0","0","0","0","[-73.983532,40.750144]"
"New York","Sri Lanka (Ceylon)","New York","0","0","0","3","0","0","0","0","1","2","0","[-73.983532,40.750144]"
"New York","Sudan","New York","0","1","12","1","0","1","1","0","0","0","0","[-73.983532,40.750144]"
"New York","Syria","New York","0","0","0","0","0","4","17","2","0","6","6","[-73.983532,40.750144]"
"New York","Tajikistan","New York","0","0","0","2","0","0","0","0","0","0","0","[-73.983532,40.750144]"
"New York","Turkmenistan","New York","0","0","0","0","0","0","0","0","0","3","0","[-73.983532,40.750144]"
"New York","Uganda","New York","0","0","0","0","0","1","0","0","0","0","0","[-73.983532,40.750144]"
"New York","Ukraine","New York","5","20","6","4","14","28","105","71","58","134","31","[-73.983532,40.750144]"
"New York","Uzbekistan","New York","21","13","0","6","10","7","15","0","3","0","0","[-73.983532,40.750144]"
"New York","Vietnam","New York","0","0","0","2","0","0","0","0","0","0","0","[-73.983532,40.750144]"
"New York","Yemen","New York","0","0","0","0","0","0","7","0","0","0","0","[-73.983532,40.750144]"
"New York","Ethiopia","Newburgh","0","0","0","0","0","0","0","0","1","0","0","[-74.0104,41.5034]"
"New York","Honduras","Newburgh","0","2","0","0","0","0","0","0","0","0","0","[-74.0104,41.5034]"
"New York","Belarus","Niagara Falls","0","0","0","0","0","0","3","0","0","0","0","[-79.0303,43.1031]"
"New York","Ukraine","Niskayuna","0","0","0","0","0","0","0","0","0","9","0","[-73.8539,42.7781]"
"New York","Belarus","North Tonawanda","6","0","7","0","0","0","1","0","0","0","0","[-78.8642,43.0387]"
"New York","Ukraine","North Tonawanda","0","0","0","0","0","0","4","0","3","4","0","[-78.8642,43.0387]"
"New York","Iran","Northport","0","0","0","0","0","0","1","0","0","0","0","[-73.3432,40.9009]"
"New York","El Salvador","Oakdale","0","0","0","0","0","0","1","0","0","0","0","[-73.7801,42.2512]"
"New York","Ukraine","Oceanside","0","0","0","0","0","0","0","0","2","0","0","[-73.6401,40.6387]"
"New York","Ukraine","Ontario","0","0","0","0","0","0","0","0","7","0","0","[-77.283,43.2209]"
"New York","China","Otisville","0","0","0","0","1","0","0","0","0","0","0","[-74.5385,41.4734]"
"New York","Ukraine","Owego","0","0","0","0","0","0","5","0","0","0","0","[-76.2622,42.1034]"
"New York","El Salvador","Oyster Bay","0","0","0","0","0","0","5","0","0","0","0","[-73.532,40.8658]"
"New York","China","Ozone Park","0","0","0","2","0","0","0","0","0","0","0","[-73.8437,40.6768]"
"New York","Colombia","Ozone Park","0","0","0","0","0","1","0","0","0","0","0","[-73.8437,40.6768]"
"New York","El Salvador","Patchogue","0","0","0","0","0","0","1","0","0","0","0","[-73.0151,40.7657]"
"New York","Dem. Rep. Congo","Penfield","11","0","0","0","0","0","0","0","0","0","0","[-77.4756,43.1303]"
"New York","Ukraine","Penfield","0","0","0","2","0","0","0","8","15","6","0","[-77.4756,43.1303]"
"New York","Burma","Poughkeepsie","0","0","1","0","0","0","0","0","0","0","0","[-73.9284,41.7066]"
"New York","Dem. Rep. Congo","Poughkeepsie","0","0","0","0","0","0","0","5","0","0","0","[-73.9284,41.7066]"
"New York","Iraq","Poughkeepsie","0","0","0","1","0","0","0","0","0","0","0","[-73.9284,41.7066]"
"New York","Bhutan","Queens","2","0","0","0","0","0","0","0","0","0","0","[-73.7976,40.7498]"
"New York","Burma","Queens","1","1","6","8","0","0","3","0","0","0","0","[-73.7976,40.7498]"
"New York","China","Queens","4","2","0","9","4","2","0","0","0","0","0","[-73.7976,40.7498]"
"New York","Iraq","Queens","8","0","0","5","3","0","0","0","0","0","0","[-73.7976,40.7498]"
"New York","Pakistan","Queens","0","2","1","0","0","0","5","0","0","0","0","[-73.7976,40.7498]"
"New York","Uzbekistan","Queens","1","0","0","0","0","0","0","0","0","0","0","[-73.7976,40.7498]"
"New York","Pakistan","Queens Village","0","0","0","0","0","0","0","0","4","0","0","[-73.7415,40.7268]"
"New York","Burma","Rego Park","0","0","0","2","0","0","0","0","0","0","0","[-73.87,40.73]"
"New York","China","Rego Park","0","1","0","0","0","0","0","0","0","0","0","[-73.87,40.73]"
"New York","Kyrgyzstan","Rego Park","0","0","0","0","0","0","0","1","0","0","0","[-73.87,40.73]"
"New York","Burma","Rensselaer","24","11","13","15","16","12","6","6","1","0","0","[-73.7429,42.6426]"
"New York","Iraq","Rensselaer","0","0","0","4","0","0","0","0","0","0","0","[-73.7429,42.6426]"
"New York","Palestine","Rexford","0","0","0","0","0","0","0","6","0","0","0","[-73.8879,42.8531]"
"New York","Iraq","Richmond Hill","10","0","0","0","0","0","0","0","0","0","0","[-73.831,40.6994]"
"New York","Iraq","Ridgewood","0","0","0","5","0","0","0","0","0","0","0","[-73.9142,40.7081]"
"New York","Afghanistan","Rochester","12","0","1","3","1","6","12","0","5","14","0","[-77.6152,43.1573]"
"New York","Algeria","Rochester","0","0","0","0","0","0","0","0","1","0","0","[-77.6152,43.1573]"
"New York","Bhutan","Rochester","262","418","470","301","222","199","153","72","24","0","0","[-77.6152,43.1573]"
"New York","Burma","Rochester","131","125","70","86","109","100","83","28","18","15","12","[-77.6152,43.1573]"
"New York","Burundi","Rochester","19","0","2","0","0","9","13","0","1","0","0","[-77.6152,43.1573]"
"New York","Cambodia","Rochester","0","0","0","0","0","1","0","0","0","0","0","[-77.6152,43.1573]"
"New York","Cameroon","Rochester","0","0","0","0","0","0","2","0","0","0","0","[-77.6152,43.1573]"
"New York","Central African Republic","Rochester","0","0","0","11","0","0","5","0","0","0","0","[-77.6152,43.1573]"
"New York","Congo","Rochester","0","1","0","0","0","0","0","0","0","1","0","[-77.6152,43.1573]"
"New York","Cuba","Rochester","34","7","1","31","17","6","0","0","0","0","0","[-77.6152,43.1573]"
"New York","Dem. Rep. Congo","Rochester","36","16","8","9","22","51","147","20","48","44","7","[-77.6152,43.1573]"
"New York","Egypt","Rochester","0","0","0","0","0","0","1","0","0","0","0","[-77.6152,43.1573]"
"New York","Eritrea","Rochester","16","9","2","3","4","10","19","5","8","12","0","[-77.6152,43.1573]"
"New York","Ethiopia","Rochester","1","1","5","4","6","7","3","0","0","1","0","[-77.6152,43.1573]"
"New York","India","Rochester","0","1","0","0","0","1","0","0","0","0","0","[-77.6152,43.1573]"
"New York","Iran","Rochester","0","0","0","0","0","1","1","0","0","0","0","[-77.6152,43.1573]"
"New York","Iraq","Rochester","39","15","25","97","70","32","68","11","0","0","0","[-77.6152,43.1573]"
"New York","Ivory Coast","Rochester","0","0","0","0","0","0","3","0","0","0","0","[-77.6152,43.1573]"
"New York","Korea, North","Rochester","0","0","0","0","1","0","0","0","0","0","0","[-77.6152,43.1573]"
"New York","Kuwait","Rochester","0","0","0","0","0","0","0","1","0","0","0","[-77.6152,43.1573]"
"New York","Liberia","Rochester","3","1","0","0","0","0","0","1","0","0","0","[-77.6152,43.1573]"
"New York","Moldova","Rochester","0","0","0","0","0","0","5","0","0","0","0","[-77.6152,43.1573]"
"New York","Nepal","Rochester","0","0","6","4","3","1","5","1","0","0","0","[-77.6152,43.1573]"
"New York","Pakistan","Rochester","0","0","0","0","0","0","3","0","5","1","0","[-77.6152,43.1573]"
"New York","Philippines","Rochester","0","0","0","0","0","0","0","1","0","0","0","[-77.6152,43.1573]"
"New York","Republic of South Sudan","Rochester","0","0","0","0","0","0","0","0","1","0","0","[-77.6152,43.1573]"
"New York","Rwanda","Rochester","5","2","0","0","0","0","0","0","0","0","0","[-77.6152,43.1573]"
"New York","Somalia","Rochester","56","61","60","87","91","102","225","22","0","1","1","[-77.6152,43.1573]"
"New York","Sudan","Rochester","0","0","10","21","14","21","33","0","0","0","5","[-77.6152,43.1573]"
"New York","Syria","Rochester","0","0","0","0","0","6","77","17","0","0","0","[-77.6152,43.1573]"
"New York","Ukraine","Rochester","5","14","2","3","0","9","38","5","22","30","3","[-77.6152,43.1573]"
"New York","Zimbabwe","Rochester","0","0","0","2","0","0","0","0","0","0","0","[-77.6152,43.1573]"
"New York","Burma","Rome","2","0","0","0","0","0","0","0","1","0","0","[-75.4557,43.2128]"
"New York","El Salvador","Roosevelt","0","0","0","0","0","0","1","1","0","0","0","[-74.0307957,40.6079766]"
"New York","Iraq","Roslyn Estates","0","0","3","0","0","0","0","0","0","0","0","[-73.6604,40.7943]"
"New York","Ukraine","Sackets Harbor","0","0","0","0","0","0","0","6","0","0","0","[-76.1191,43.9462]"
"New York","Afghanistan","Schenectady","0","0","0","0","0","0","7","0","0","0","0","[-73.9396,42.8142]"
"New York","Burma","Schenectady","0","0","0","0","0","0","0","1","0","0","0","[-73.9396,42.8142]"
"New York","Congo","Schenectady","0","2","0","0","0","0","0","0","0","0","0","[-73.9396,42.8142]"
"New York","Dem. Rep. Congo","Schenectady","2","0","0","0","0","0","0","0","0","0","0","[-73.9396,42.8142]"
"New York","Iraq","Schenectady","0","5","0","4","0","0","0","0","0","0","0","[-73.9396,42.8142]"
"New York","Palestine","Schenectady","4","0","4","0","0","0","0","0","0","0","0","[-73.9396,42.8142]"
"New York","Ukraine","Schenectady","0","0","0","0","0","0","7","0","0","0","0","[-73.9396,42.8142]"
"New York","Bhutan","Scottsville","0","2","0","0","0","0","0","0","0","0","0","[-77.7453,43.0259]"
"New York","Iraq","Solvay","0","0","0","0","0","1","0","0","0","0","0","[-76.200819,43.059722]"
"New York","Ukraine","Solvay","0","0","3","0","9","2","0","0","0","0","0","[-76.200819,43.059722]"
"New York","Ukraine","Spencerport","0","0","0","0","5","0","0","1","0","2","0","[-77.8039,43.1865]"
"New York","Iraq","Staten Island","0","0","8","1","0","0","0","0","0","0","0","[-74.1496,40.5834]"
"New York","Liberia","Staten Island","1","3","0","0","0","0","0","0","0","0","0","[-74.1496,40.5834]"
"New York","Pakistan","Staten Island","0","0","4","3","0","0","0","0","0","0","0","[-74.1496,40.5834]"
"New York","Russia","Staten Island","1","0","0","0","0","0","0","0","0","0","0","[-74.1496,40.5834]"
"New York","Sierra Leone","Staten Island","1","0","0","0","0","0","0","0","0","0","0","[-74.1496,40.5834]"
"New York","Syria","Staten Island","0","0","0","0","0","0","0","6","0","0","0","[-74.1496,40.5834]"
