"Placement State","Nationality","Placement City","CY 2010","CY 2011","CY 2012","CY 2013","CY 2014","CY 2015","CY 2016","CY 2017","CY 2018","CY 2019","CY 2020","center"
"Alabama","Somalia","Albertville","0","5","0","0","0","0","0","0","0","0","0","[-86.2089,34.2676]"
"Alabama","Burma","Auburn","0","1","0","0","0","0","0","0","0","0","0","[-85.4808,32.6099]"
"Alabama","Colombia","Bessemer","0","0","0","0","0","0","0","3","0","0","0","[-86.9544,33.4018]"
"Alabama","Burma","Birmingham","0","1","0","0","0","1","0","1","1","0","0","[-86.8024,33.5207]"
"Alabama","Iraq","Birmingham","0","0","2","0","0","0","0","0","0","0","0","[-86.8024,33.5207]"
"Alabama","Vietnam","Birmingham","0","0","0","0","0","0","0","0","5","0","0","[-86.8024,33.5207]"
"Alabama","Iraq","Dadeville","0","0","0","1","0","0","0","0","0","0","0","[-85.7636,32.8312]"
"Alabama","Ethiopia","Elba","0","0","0","0","2","0","0","0","0","0","0","[-86.0677,31.4146]"
"Alabama","Honduras","Foley","0","0","0","0","0","0","0","0","0","4","0","[-87.6836,30.4066]"
"Alabama","Iraq","Foley","0","0","0","0","7","0","0","0","0","0","0","[-87.6836,30.4066]"
"Alabama","Ethiopia","Guntersville","0","0","0","0","0","1","0","0","0","0","0","[-86.2947,34.3581]"
"Alabama","Iraq","Huntsville","1","0","0","0","0","0","0","0","0","0","0","[-86.5859,34.7298]"
"Alabama","Ukraine","Huntsville","0","0","0","0","0","0","0","3","0","4","0","[-86.5859,34.7298]"
"Alabama","Vietnam","Jasper","0","0","0","0","0","0","0","0","3","0","0","[-87.2775,33.8312]"
"Alabama","Afghanistan","Mobile","8","5","7","9","1","0","9","9","0","0","0","[-88.1946,30.6488]"
"Alabama","Burma","Mobile","0","1","15","7","14","13","2","0","0","0","0","[-88.1946,30.6488]"
"Alabama","Burundi","Mobile","1","0","0","0","0","0","0","0","0","0","0","[-88.1946,30.6488]"
"Alabama","Central African Republic","Mobile","0","0","0","0","0","0","5","0","0","0","0","[-88.1946,30.6488]"
"Alabama","Colombia","Mobile","0","0","0","0","5","8","2","0","0","0","0","[-88.1946,30.6488]"
"Alabama","Cuba","Mobile","17","0","5","6","10","0","2","0","0","0","0","[-88.1946,30.6488]"
"Alabama","Dem. Rep. Congo","Mobile","7","0","21","0","5","42","54","19","22","13","5","[-88.1946,30.6488]"
"Alabama","Eritrea","Mobile","4","0","1","1","2","0","0","0","0","0","0","[-88.1946,30.6488]"
"Alabama","Ethiopia","Mobile","3","1","7","1","1","0","0","0","0","0","0","[-88.1946,30.6488]"
"Alabama","Iran","Mobile","0","15","1","6","3","5","0","0","0","0","0","[-88.1946,30.6488]"
"Alabama","Iraq","Mobile","81","16","16","63","29","16","23","5","0","0","0","[-88.1946,30.6488]"
"Alabama","Ivory Coast","Mobile","0","0","0","0","1","0","0","0","0","0","0","[-88.1946,30.6488]"
"Alabama","Pakistan","Mobile","0","0","15","0","0","0","4","0","0","0","0","[-88.1946,30.6488]"
"Alabama","Rwanda","Mobile","0","0","0","0","0","0","6","0","0","0","0","[-88.1946,30.6488]"
"Alabama","Somalia","Mobile","25","40","48","6","22","10","11","3","3","0","0","[-88.1946,30.6488]"
"Alabama","Sudan","Mobile","0","0","10","22","14","1","2","6","0","0","0","[-88.1946,30.6488]"
"Alabama","Vietnam","Mobile","1","0","0","0","0","0","0","0","0","0","0","[-88.1946,30.6488]"
"Alabama","Guatemala","Montgomery","0","0","0","0","0","0","0","0","0","0","1","[-86.3006,32.367]"
"Alabama","Iran","Pelham","2","0","0","0","0","0","0","0","0","0","0","[-86.81,33.2857]"
"Alabama","Iraq","Prattville","1","0","0","0","0","0","0","0","0","0","0","[-86.4597,32.464]"
"Alabama","El Salvador","Robertsdale","0","0","0","0","0","0","0","0","1","0","0","[-87.7119,30.5538]"
"Alabama","Cuba","Russellville","2","0","0","0","0","0","0","0","0","0","0","[-87.7294,34.5067]"
"Alabama","Cuba","Theodore","0","0","1","0","0","0","0","0","0","0","0","[-88.1753,30.5477]"
"Alabama","Iraq","Theodore","0","0","0","0","0","0","0","1","0","0","0","[-88.1753,30.5477]"
"Alabama","Iraq","Vestavia Hills","0","1","0","0","0","0","0","0","0","0","0","[-86.7878,33.4487]"
"Alaska","Bhutan","Anchorage","42","17","6","5","10","4","6","0","0","0","0","[-149.8949,61.2163]"
"Alaska","Burma","Anchorage","0","23","30","9","4","17","4","0","0","0","0","[-149.8949,61.2163]"
"Alaska","Colombia","Anchorage","0","0","0","6","0","0","0","0","0","0","0","[-149.8949,61.2163]"
"Alaska","Congo","Anchorage","0","0","0","0","3","0","0","0","0","0","0","[-149.8949,61.2163]"
"Alaska","Cuba","Anchorage","0","0","0","3","6","0","0","0","0","0","0","[-149.8949,61.2163]"
"Alaska","Dem. Rep. Congo","Anchorage","0","0","0","0","42","6","24","9","6","8","0","[-149.8949,61.2163]"
"Alaska","Eritrea","Anchorage","4","0","2","1","7","8","7","0","0","0","0","[-149.8949,61.2163]"
"Alaska","Ethiopia","Anchorage","0","0","1","0","2","2","6","0","0","0","0","[-149.8949,61.2163]"
"Alaska","Iran","Anchorage","0","0","0","0","1","0","0","0","0","0","0","[-149.8949,61.2163]"
"Alaska","Iraq","Anchorage","13","0","5","3","22","2","1","0","0","0","0","[-149.8949,61.2163]"
"Alaska","Palestine","Anchorage","7","0","0","0","0","0","0","0","0","0","0","[-149.8949,61.2163]"
"Alaska","Republic of South Sudan","Anchorage","0","0","0","0","0","0","4","4","0","0","5","[-149.8949,61.2163]"
"Alaska","Russia","Anchorage","5","0","0","0","0","0","0","0","0","0","0","[-149.8949,61.2163]"
"Alaska","Rwanda","Anchorage","0","0","0","0","0","6","0","0","0","0","0","[-149.8949,61.2163]"
"Alaska","Somalia","Anchorage","29","45","25","22","79","46","31","1","0","0","0","[-149.8949,61.2163]"
"Alaska","Sudan","Anchorage","3","5","22","39","27","10","1","0","5","0","0","[-149.8949,61.2163]"
"Alaska","Ukraine","Anchorage","4","0","0","0","0","3","1","3","5","5","0","[-149.8949,61.2163]"
"Alaska","Uzbekistan","Anchorage","0","0","6","0","0","1","0","0","0","0","0","[-149.8949,61.2163]"
"Alaska","Russia","Delta Junction","0","0","0","0","0","0","0","5","0","0","1","[-145.7315,64.0367]"
"Alaska","Ukraine","Delta Junction","0","0","0","0","0","0","0","0","13","0","0","[-145.7315,64.0367]"
"Alaska","Ukraine","Eagle River","0","2","0","0","0","0","0","0","0","0","0","[-149.5613,61.3154]"
"Alaska","Russia","Fairbanks","0","0","0","0","0","1","0","0","0","0","0","[-147.7164,64.8378]"
"Alaska","Iraq","Jber","0","0","0","1","0","0","0","0","0","0","0","[-149.74,61.23]"
"Alaska","Iran","Juneau","0","3","0","0","0","0","0","0","0","0","0","[-134.4197,58.3019]"
"Alaska","Burma","Kodiak","0","3","0","0","0","0","0","0","0","0","0","[-152.4072,57.79]"
"Alaska","Ukraine","Sterling","0","0","0","0","0","0","5","0","0","0","0","[-150.7589,60.5369]"
"Alaska","Moldova","Wasilla","0","0","0","0","0","0","0","0","4","0","0","[-149.4381,61.5828]"
"Alaska","Russia","Wasilla","0","0","0","0","0","0","6","6","0","0","10","[-149.4381,61.5828]"
"Alaska","Ukraine","Wasilla","0","4","0","0","0","4","16","37","0","26","0","[-149.4381,61.5828]"
"Arizona","Iraq","Anthem","16","0","0","0","0","0","0","0","0","0","0","[-112.151712,33.87027]"
"Arizona","Dem. Rep. Congo","Avondale","0","0","0","0","1","0","1","0","0","0","0","[-112.3405,33.4359]"
"Arizona","Iraq","Avondale","6","5","8","5","9","0","0","1","0","0","0","[-112.3405,33.4359]"
"Arizona","Iraq","Buckeye","4","0","0","0","0","1","0","0","0","0","0","[-112.5839,33.3703]"
"Arizona","Iraq","Bullhead City","1","0","0","0","0","0","0","0","0","0","0","[-114.5683,35.1478]"
"Arizona","Dem. Rep. Congo","Chandler","0","0","0","0","0","0","0","0","1","0","0","[-111.8408,33.3067]"
"Arizona","Iran","Chandler","2","0","1","2","0","1","0","0","0","0","0","[-111.8408,33.3067]"
"Arizona","Iraq","Chandler","8","7","0","23","7","6","6","0","0","0","0","[-111.8408,33.3067]"
"Arizona","Korea, North","Chandler","0","0","4","0","0","0","0","0","0","0","0","[-111.8408,33.3067]"
"Arizona","Iraq","El Mirage","0","0","0","7","1","0","0","0","0","0","0","[-112.3245,33.613]"
"Arizona","Burma","Flagstaff","0","0","0","0","0","1","0","0","0","0","0","[-111.6514,35.1995]"
"Arizona","Iran","Gilbert","2","0","1","10","3","0","0","0","0","0","0","[-111.789,33.3528]"
"Arizona","Iraq","Gilbert","37","4","8","22","3","0","7","2","0","0","0","[-111.789,33.3528]"
"Arizona","Afghanistan","Glendale","1","0","0","0","9","9","19","10","32","42","8","[-112.1858,33.539]"
"Arizona","Bhutan","Glendale","5","0","0","5","14","27","15","3","0","0","0","[-112.1858,33.539]"
"Arizona","Burma","Glendale","6","1","19","4","78","213","116","25","34","61","34","[-112.1858,33.539]"
"Arizona","Burundi","Glendale","0","0","0","0","0","19","1","0","3","0","0","[-112.1858,33.539]"
"Arizona","Central African Republic","Glendale","0","0","0","0","6","1","6","3","0","12","0","[-112.1858,33.539]"
"Arizona","China","Glendale","0","0","0","0","0","1","0","0","0","0","0","[-112.1858,33.539]"
"Arizona","Colombia","Glendale","0","0","0","0","0","14","1","3","0","0","0","[-112.1858,33.539]"
"Arizona","Cuba","Glendale","3","1","0","16","25","18","1","0","0","0","0","[-112.1858,33.539]"
"Arizona","Dem. Rep. Congo","Glendale","0","2","8","0","71","127","398","30","210","312","50","[-112.1858,33.539]"
"Arizona","Eritrea","Glendale","0","0","0","0","7","17","18","20","22","22","13","[-112.1858,33.539]"
"Arizona","Ethiopia","Glendale","1","0","0","0","0","4","16","0","10","0","0","[-112.1858,33.539]"
"Arizona","Guinea","Glendale","0","0","0","0","0","0","0","1","0","0","0","[-112.1858,33.539]"
"Arizona","Iran","Glendale","1","0","4","3","12","9","18","6","0","2","2","[-112.1858,33.539]"
"Arizona","Iraq","Glendale","94","33","120","134","233","177","160","57","0","0","7","[-112.1858,33.539]"
"Arizona","Jordan","Glendale","0","0","0","0","0","0","1","0","0","0","0","[-112.1858,33.539]"
"Arizona","Liberia","Glendale","0","0","0","0","0","0","7","0","0","0","0","[-112.1858,33.539]"
"Arizona","Moldova","Glendale","0","0","0","0","0","0","0","0","1","0","0","[-112.1858,33.539]"
"Arizona","Pakistan","Glendale","0","0","0","0","0","1","4","0","21","4","4","[-112.1858,33.539]"
"Arizona","Republic of South Sudan","Glendale","0","0","0","0","0","14","4","0","0","0","0","[-112.1858,33.539]"
"Arizona","Rwanda","Glendale","0","0","0","0","0","0","0","0","13","0","0","[-112.1858,33.539]"
"Arizona","Somalia","Glendale","0","0","0","4","76","130","283","33","0","4","1","[-112.1858,33.539]"
"Arizona","Sudan","Glendale","0","0","1","4","0","5","4","0","0","0","2","[-112.1858,33.539]"
"Arizona","Syria","Glendale","0","0","0","0","14","58","417","32","0","7","6","[-112.1858,33.539]"
"Arizona","Uganda","Glendale","0","0","0","0","0","0","1","0","0","0","0","[-112.1858,33.539]"
"Arizona","Ukraine","Glendale","0","0","0","0","0","0","0","0","0","0","1","[-112.1858,33.539]"
"Arizona","United Arab Emirates","Glendale","0","0","0","0","0","0","0","0","0","1","0","[-112.1858,33.539]"
"Arizona","Iran","Goodyear","0","1","0","1","0","0","0","0","0","0","0","[-112.3579,33.4356]"
"Arizona","Iraq","Goodyear","0","1","9","6","0","0","3","0","0","0","0","[-112.3579,33.4356]"
"Arizona","Ivory Coast","Goodyear","0","0","1","0","0","0","0","0","0","0","0","[-112.3579,33.4356]"
"Arizona","Iraq","Kingman","4","0","0","0","0","0","0","0","0","0","0","[-114.053,35.1894]"
"Arizona","Eritrea","Laveen","3","0","1","0","0","0","0","0","0","0","0","[-112.1546,33.3758]"
"Arizona","Ethiopia","Laveen","0","0","0","0","0","0","0","0","0","1","0","[-112.1546,33.3758]"
"Arizona","Iraq","Laveen","3","0","0","0","0","0","0","0","0","0","0","[-112.1546,33.3758]"
"Arizona","Iraq","Maricopa","1","0","0","0","0","0","0","0","0","0","0","[-112.0483,33.0572]"
"Arizona","Ethiopia","Mesa","0","0","0","0","0","0","2","0","0","0","0","[-111.8313,33.4153]"
"Arizona","Iran","Mesa","14","2","8","0","1","2","3","0","0","0","0","[-111.8313,33.4153]"
"Arizona","Iraq","Mesa","14","8","17","22","10","11","0","5","0","0","0","[-111.8313,33.4153]"
"Arizona","Somalia","Mesa","0","0","5","0","1","0","0","0","0","0","0","[-111.8313,33.4153]"
"Arizona","Iraq","Oro Valley","0","0","0","5","0","0","0","0","0","0","0","[-110.9665,32.3909]"
"Arizona","Iran","Paradise Valley","0","1","0","0","0","0","0","0","0","0","0","[-112.0024,33.6242]"
"Arizona","Afghanistan","Peoria","0","0","0","1","0","0","0","0","0","0","0","[-112.2398,33.5766]"
"Arizona","Burma","Peoria","0","0","0","1","0","0","0","0","0","0","0","[-112.2398,33.5766]"
"Arizona","Dem. Rep. Congo","Peoria","2","0","0","0","0","0","0","0","0","0","0","[-112.2398,33.5766]"
"Arizona","Iran","Peoria","2","0","0","0","0","0","0","0","0","0","0","[-112.2398,33.5766]"
"Arizona","Iraq","Peoria","41","12","30","34","10","0","20","4","0","3","0","[-112.2398,33.5766]"
"Arizona","Afghanistan","Phoenix","29","10","14","39","21","24","125","45","41","30","8","[-112.0773,33.4486]"
"Arizona","Algeria","Phoenix","0","0","0","0","0","0","0","0","1","0","0","[-112.0773,33.4486]"
"Arizona","Bhutan","Phoenix","207","205","203","65","30","12","12","3","0","0","0","[-112.0773,33.4486]"
"Arizona","Burma","Phoenix","567","392","298","274","232","212","125","34","47","26","17","[-112.0773,33.4486]"
"Arizona","Burundi","Phoenix","27","13","0","5","9","20","16","10","0","1","0","[-112.0773,33.4486]"
"Arizona","Cameroon","Phoenix","0","0","0","0","0","0","4","0","0","1","0","[-112.0773,33.4486]"
"Arizona","Central African Republic","Phoenix","3","15","14","27","5","0","36","0","0","0","0","[-112.0773,33.4486]"
"Arizona","Chad","Phoenix","2","0","5","0","1","0","0","0","0","0","0","[-112.0773,33.4486]"
"Arizona","China","Phoenix","0","3","0","2","0","0","0","0","0","0","0","[-112.0773,33.4486]"
"Arizona","Colombia","Phoenix","2","0","0","4","6","1","0","0","0","6","3","[-112.0773,33.4486]"
"Arizona","Congo","Phoenix","5","0","0","0","3","0","0","0","1","0","0","[-112.0773,33.4486]"
"Arizona","Cuba","Phoenix","84","50","37","48","30","12","2","0","0","0","0","[-112.0773,33.4486]"
"Arizona","Dem. Rep. Congo","Phoenix","169","99","87","109","241","279","679","176","252","195","22","[-112.0773,33.4486]"
"Arizona","Egypt","Phoenix","0","0","0","0","0","0","0","0","0","1","0","[-112.0773,33.4486]"
"Arizona","El Salvador","Phoenix","0","0","0","0","0","0","0","0","0","0","3","[-112.0773,33.4486]"
"Arizona","Eritrea","Phoenix","104","60","57","34","32","34","54","44","48","29","8","[-112.0773,33.4486]"
"Arizona","Ethiopia","Phoenix","19","18","25","13","17","18","35","14","20","13","3","[-112.0773,33.4486]"
"Arizona","Guinea","Phoenix","0","0","1","0","0","0","0","0","2","2","0","[-112.0773,33.4486]"
"Arizona","Honduras","Phoenix","0","3","0","0","0","0","0","0","0","0","0","[-112.0773,33.4486]"
"Arizona","India","Phoenix","1","0","0","0","0","0","0","0","0","0","0","[-112.0773,33.4486]"
"Arizona","Iran","Phoenix","66","37","58","74","23","31","45","15","0","4","9","[-112.0773,33.4486]"
"Arizona","Iraq","Phoenix","577","226","516","578","558","149","206","76","0","6","5","[-112.0773,33.4486]"
"Arizona","Ivory Coast","Phoenix","0","0","0","0","0","0","5","0","1","0","0","[-112.0773,33.4486]"
"Arizona","Jordan","Phoenix","0","1","0","4","0","0","0","0","0","0","0","[-112.0773,33.4486]"
"Arizona","Kazakhstan","Phoenix","0","2","0","0","0","0","3","0","0","0","0","[-112.0773,33.4486]"
"Arizona","Korea, North","Phoenix","1","0","0","1","0","0","1","1","0","0","0","[-112.0773,33.4486]"
"Arizona","Lebanon","Phoenix","0","1","0","0","0","0","0","0","0","0","0","[-112.0773,33.4486]"
"Arizona","Liberia","Phoenix","4","2","0","0","2","0","0","0","1","2","0","[-112.0773,33.4486]"
"Arizona","Nepal","Phoenix","0","0","2","3","0","0","0","0","0","0","0","[-112.0773,33.4486]"
"Arizona","Pakistan","Phoenix","0","3","0","10","3","0","20","0","4","0","5","[-112.0773,33.4486]"
"Arizona","Palestine","Phoenix","8","7","0","5","1","1","0","0","0","0","0","[-112.0773,33.4486]"
"Arizona","Republic of South Sudan","Phoenix","0","0","0","0","9","3","2","8","0","0","0","[-112.0773,33.4486]"
"Arizona","Russia","Phoenix","0","0","0","0","1","0","0","0","0","0","0","[-112.0773,33.4486]"
"Arizona","Rwanda","Phoenix","13","0","4","0","0","6","3","0","1","0","0","[-112.0773,33.4486]"
"Arizona","Senegal","Phoenix","0","0","0","0","0","1","0","0","1","2","0","[-112.0773,33.4486]"
"Arizona","Serbia","Phoenix","0","0","0","0","0","0","2","0","0","0","0","[-112.0773,33.4486]"
"Arizona","Sierra Leone","Phoenix","0","1","0","0","0","0","0","0","0","0","0","[-112.0773,33.4486]"
"Arizona","Somalia","Phoenix","150","159","233","292","412","256","234","22","5","1","0","[-112.0773,33.4486]"
"Arizona","Sri Lanka (Ceylon)","Phoenix","3","1","2","0","0","0","0","0","0","0","0","[-112.0773,33.4486]"
"Arizona","Sudan","Phoenix","9","9","34","20","20","27","24","18","0","8","2","[-112.0773,33.4486]"
"Arizona","Syria","Phoenix","0","0","0","0","1","47","295","34","0","9","2","[-112.0773,33.4486]"
"Arizona","Togo","Phoenix","1","2","2","0","0","0","0","0","0","0","0","[-112.0773,33.4486]"
"Arizona","Turkmenistan","Phoenix","1","0","0","2","0","0","0","0","0","0","0","[-112.0773,33.4486]"
"Arizona","Uganda","Phoenix","0","0","0","0","1","0","0","4","0","0","0","[-112.0773,33.4486]"
"Arizona","Ukraine","Phoenix","0","0","0","0","0","0","0","0","0","5","0","[-112.0773,33.4486]"
"Arizona","Uzbekistan","Phoenix","13","0","58","4","7","0","0","0","0","0","0","[-112.0773,33.4486]"
"Arizona","Iraq","Queen Creek","9","0","4","0","0","0","0","0","0","0","0","[-111.6342,33.2484]"
"Arizona","Afghanistan","Scottsdale","6","0","0","0","0","0","0","0","0","0","0","[-111.8992,33.5091]"
"Arizona","Burma","Scottsdale","7","0","0","0","0","0","0","0","0","0","0","[-111.8992,33.5091]"
"Arizona","Eritrea","Scottsdale","0","5","0","0","0","0","0","0","0","0","0","[-111.8992,33.5091]"
"Arizona","Iran","Scottsdale","7","5","6","0","6","1","2","2","0","0","0","[-111.8992,33.5091]"
"Arizona","Iraq","Scottsdale","11","3","15","18","0","4","0","1","0","0","0","[-111.8992,33.5091]"
"Arizona","Somalia","Scottsdale","0","0","0","0","0","0","0","6","0","0","0","[-111.8992,33.5091]"
"Arizona","Iraq","Sierra Vista","1","0","0","0","0","5","0","0","0","0","0","[-110.3037,31.5545]"
"Arizona","Cuba","Surprise","0","0","0","0","1","0","0","0","0","0","0","[-112.368,33.6292]"
"Arizona","Iran","Surprise","1","0","0","0","0","3","0","0","0","0","0","[-112.368,33.6292]"
"Arizona","Iraq","Surprise","14","3","11","1","5","0","3","0","0","0","0","[-112.368,33.6292]"
"Arizona","Burma","Tempe","0","1","0","2","0","0","0","0","0","0","0","[-111.9094,33.4144]"
"Arizona","Iran","Tempe","4","0","2","8","2","4","0","0","0","0","0","[-111.9094,33.4144]"
"Arizona","Iraq","Tempe","12","8","20","10","0","0","2","0","0","0","0","[-111.9094,33.4144]"
"Arizona","Palestine","Tempe","0","0","1","0","0","0","0","0","0","0","0","[-111.9094,33.4144]"
"Arizona","Somalia","Tempe","0","0","1","2","5","0","1","0","0","0","0","[-111.9094,33.4144]"
"Arizona","Burundi","Tolleson","0","0","0","0","0","0","0","3","8","0","0","[-112.2593,33.45]"
"Arizona","Ethiopia","Tolleson","0","0","3","0","0","0","0","0","0","0","0","[-112.2593,33.45]"
"Arizona","Iraq","Tolleson","0","0","0","4","0","0","0","0","0","0","0","[-112.2593,33.45]"
"Arizona","Afghanistan","Tucson","4","6","5","13","17","4","47","10","12","25","9","[-110.9265,32.2217]"
"Arizona","Bhutan","Tucson","273","236","148","78","26","22","7","9","5","0","0","[-110.9265,32.2217]"
"Arizona","Burma","Tucson","31","35","14","12","8","11","1","2","0","0","0","[-110.9265,32.2217]"
"Arizona","Burundi","Tucson","14","2","2","7","2","127","75","4","12","0","0","[-110.9265,32.2217]"
"Arizona","Cameroon","Tucson","0","0","0","0","2","1","1","1","0","0","0","[-110.9265,32.2217]"
"Arizona","Central African Republic","Tucson","6","2","4","13","4","0","0","12","11","7","4","[-110.9265,32.2217]"
"Arizona","Chad","Tucson","1","0","1","2","7","3","5","0","0","0","0","[-110.9265,32.2217]"
"Arizona","Colombia","Tucson","0","0","0","4","11","0","4","0","5","5","0","[-110.9265,32.2217]"
"Arizona","Congo","Tucson","8","2","2","4","0","0","1","0","0","0","0","[-110.9265,32.2217]"
"Arizona","Cuba","Tucson","14","16","10","55","23","6","3","0","0","0","0","[-110.9265,32.2217]"
"Arizona","Dem. Rep. Congo","Tucson","24","40","40","83","246","290","530","69","180","203","49","[-110.9265,32.2217]"
"Arizona","Equatorial Guinea","Tucson","0","0","0","0","0","2","0","0","0","0","0","[-110.9265,32.2217]"
"Arizona","Eritrea","Tucson","44","53","79","24","47","69","45","21","20","37","3","[-110.9265,32.2217]"
"Arizona","Ethiopia","Tucson","8","1","6","10","13","16","14","5","1","5","0","[-110.9265,32.2217]"
"Arizona","Gabon","Tucson","0","1","0","0","0","0","0","0","0","0","0","[-110.9265,32.2217]"
"Arizona","Honduras","Tucson","0","0","0","0","0","0","0","0","0","3","0","[-110.9265,32.2217]"
"Arizona","India","Tucson","0","1","0","0","0","0","0","0","0","0","0","[-110.9265,32.2217]"
"Arizona","Iran","Tucson","8","8","0","10","4","2","4","2","0","0","3","[-110.9265,32.2217]"
"Arizona","Iraq","Tucson","181","33","107","157","202","89","72","28","0","0","3","[-110.9265,32.2217]"
"Arizona","Ivory Coast","Tucson","0","0","4","2","0","1","0","0","0","0","0","[-110.9265,32.2217]"
"Arizona","Jordan","Tucson","0","0","0","0","0","0","0","0","1","0","0","[-110.9265,32.2217]"
"Arizona","Kuwait","Tucson","9","0","0","0","0","0","0","0","0","0","0","[-110.9265,32.2217]"
"Arizona","Liberia","Tucson","0","0","0","1","0","0","0","0","0","7","0","[-110.9265,32.2217]"
"Arizona","Nepal","Tucson","0","0","4","0","0","0","0","0","0","0","0","[-110.9265,32.2217]"
"Arizona","Pakistan","Tucson","0","7","0","0","0","0","5","0","22","8","3","[-110.9265,32.2217]"
"Arizona","Palestine","Tucson","37","5","8","5","0","8","0","0","0","0","0","[-110.9265,32.2217]"
"Arizona","Republic of South Sudan","Tucson","0","0","0","1","0","0","5","4","0","0","0","[-110.9265,32.2217]"
"Arizona","Russia","Tucson","0","0","0","0","1","0","0","0","0","0","0","[-110.9265,32.2217]"
"Arizona","Rwanda","Tucson","9","2","15","9","2","7","4","0","3","1","0","[-110.9265,32.2217]"
"Arizona","Senegal","Tucson","0","0","0","0","0","0","0","1","0","0","0","[-110.9265,32.2217]"
"Arizona","Somalia","Tucson","63","69","160","224","258","136","249","63","0","10","7","[-110.9265,32.2217]"
"Arizona","South Africa","Tucson","0","0","1","0","0","0","0","0","0","0","0","[-110.9265,32.2217]"
"Arizona","Sri Lanka (Ceylon)","Tucson","0","3","0","0","0","0","0","0","0","0","0","[-110.9265,32.2217]"
"Arizona","Sudan","Tucson","5","16","103","71","26","85","22","9","2","8","2","[-110.9265,32.2217]"
"Arizona","Syria","Tucson","0","0","0","0","0","63","254","52","0","12","7","[-110.9265,32.2217]"
"Arizona","Uganda","Tucson","0","0","0","0","0","0","4","0","0","0","0","[-110.9265,32.2217]"
"Arizona","Vietnam","Tucson","0","0","0","0","0","0","3","1","0","0","0","[-110.9265,32.2217]"
"Arizona","Turkey","Tuscon","0","0","0","0","0","2","0","0","0","0","0","[-110.94909200000001,32.338295]"
"Arizona","Iraq","Vail","0","0","5","0","0","0","0","0","0","0","0","[-110.7119,32.0477]"
"Arizona","Iraq","Youngtown","8","1","10","4","4","0","6","0","0","0","0","[-112.3033,33.5937]"
"Arkansas","Burma","Bethel Heights","0","0","0","0","0","0","6","0","0","0","0","[-94.1294,36.2142]"
"Arkansas","Burma","Clarksville","0","0","2","5","5","11","0","0","0","0","0","[-93.4666,35.4715]"
"Arkansas","Burma","Conway","5","0","0","0","0","0","0","0","0","0","0","[-92.4421,35.0887]"
"Arkansas","El Salvador","Dardanelle","0","0","0","0","0","0","0","2","0","0","0","[-93.158,35.2231]"
"Arkansas","Burma","Fayetteville","0","0","0","0","0","0","0","2","0","0","3","[-94.1574,36.0626]"
"Arkansas","Cameroon","Fayetteville","0","0","0","0","0","0","0","2","0","0","0","[-94.1574,36.0626]"
"Arkansas","Colombia","Fayetteville","0","0","0","0","0","0","0","0","0","5","1","[-94.1574,36.0626]"
"Arkansas","Congo","Fayetteville","0","0","0","0","0","0","0","0","0","0","1","[-94.1574,36.0626]"
"Arkansas","Dem. Rep. Congo","Fayetteville","0","0","0","0","0","0","4","25","43","25","11","[-94.1574,36.0626]"
"Arkansas","El Salvador","Fayetteville","0","0","0","0","0","0","0","10","15","0","0","[-94.1574,36.0626]"
"Arkansas","Guatemala","Fayetteville","0","0","0","0","0","0","0","0","0","0","1","[-94.1574,36.0626]"
"Arkansas","Honduras","Fayetteville","0","0","0","0","0","0","0","0","1","0","0","[-94.1574,36.0626]"
"Arkansas","Iran","Fayetteville","1","0","0","0","0","0","0","0","0","1","1","[-94.1574,36.0626]"
"Arkansas","Iraq","Fayetteville","0","0","0","0","2","0","10","0","0","1","0","[-94.1574,36.0626]"
"Arkansas","Liberia","Fayetteville","0","0","0","0","0","0","0","0","0","5","0","[-94.1574,36.0626]"
"Arkansas","Rwanda","Fayetteville","0","0","0","0","0","0","0","0","4","0","0","[-94.1574,36.0626]"
"Arkansas","Ukraine","Fayetteville","0","0","0","0","0","0","0","0","8","0","0","[-94.1574,36.0626]"
"Arkansas","Burma","Huntsville","0","0","4","0","0","0","0","0","0","0","0","[-93.7413,36.0862]"
"Arkansas","Iraq","Jonesboro","2","0","0","0","0","0","0","0","0","0","0","[-90.7035,35.8429]"
"Arkansas","Iraq","Little Rock","8","0","0","2","1","0","0","0","0","0","0","[-92.2896,34.7465]"
"Arkansas","Ethiopia","Paragould","0","0","0","0","0","0","0","2","0","0","0","[-90.4973,36.0584]"
"Arkansas","Afghanistan","Phoenix","0","0","0","0","0","0","0","1","0","0","0","[-92.197655,34.914358]"
"Arkansas","El Salvador","Russellville","0","0","0","0","0","0","1","1","0","0","0","[-93.1338,35.2784]"
"Arkansas","Bhutan","Springdale","0","3","0","0","0","0","0","0","0","0","0","[-94.1288,36.1867]"
"Arkansas","Burma","Springdale","0","0","0","0","0","0","0","2","0","0","0","[-94.1288,36.1867]"
"Arkansas","El Salvador","Springdale","0","0","0","0","0","0","1","0","0","0","0","[-94.1288,36.1867]"
"Arkansas","Iraq","Springdale","1","0","3","0","1","0","0","0","0","0","0","[-94.1288,36.1867]"
"Arkansas","Syria","Springdale","0","0","1","0","0","0","0","0","0","0","0","[-94.1288,36.1867]"
"California","Iran","Agoura Hills","0","4","0","0","0","0","0","2","0","0","0","[-118.7745,34.1364]"
"California","Iraq","Agoura Hills","1","0","0","0","0","0","0","0","0","0","0","[-118.7745,34.1364]"
